"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"20400",19,"rarely","never",69,"straight","m","aquarius","asian"
"20401",36,"socially","never",69,"straight","m","gemini","white"
"20402",42,"socially","never",67,"straight","m","libra","white"
"20404",34,"rarely","never",64,"straight","f","taurus","white"
"20406",28,"socially","sometimes",70,"straight","m","aries","asian"
"20407",36,"socially","never",62,"straight","f","scorpio","hispanic / latin"
"20408",29,"socially","never",69,"straight","f","aries","white"
"20410",63,"socially","never",69,"straight","m","gemini","white"
"20414",49,"not at all","never",66,"straight","m","sagittarius","white"
"20415",28,"socially","never",68,"straight","m","aries","mixed"
"20418",22,"not at all","never",66,"straight","m","leo","mixed"
"20419",23,"rarely","never",65,"straight","m","libra","hispanic / latin"
"20420",21,"socially","never",70,"straight","m","sagittarius","hispanic / latin"
"20422",29,"socially","never",77,"straight","m","cancer","white"
"20423",37,"often","sometimes",65,"straight","f","cancer","white"
"20424",32,"socially","sometimes",67,"straight","m","libra","mixed"
"20427",52,"not at all","never",70,"straight","m","leo","white"
"20428",44,"socially","never",70,"straight","m","aries","white"
"20429",29,"often","sometimes",70,"straight","m","gemini","white"
"20431",32,"socially","never",60,"gay","f","taurus","asian"
"20433",38,"socially","never",68,"straight","f","capricorn","white"
"20434",23,"rarely","never",64,"straight","f","capricorn","black"
"20436",28,"socially","never",59,"straight","f","aries","white"
"20438",54,"socially","never",68,"straight","m","aries","mixed"
"20440",26,"socially","sometimes",67,"straight","m","libra","middle eastern"
"20443",25,"socially","sometimes",69,"straight","f","sagittarius","mixed"
"20447",44,"not at all","never",68,"straight","f","taurus","white"
"20448",19,"rarely","never",71,"straight","m","virgo","white"
"20449",22,"often","never",71,"straight","m","aries","white"
"20451",22,"socially","never",66,"straight","m","libra","mixed"
"20452",32,"socially","never",70,"straight","m","libra","asian"
"20456",26,"socially","never",73,"straight","m","leo","white"
"20458",31,"often","sometimes",73,"gay","m","scorpio","mixed"
"20459",24,"socially","sometimes",64,"gay","m","scorpio","asian"
"20460",43,"socially","never",63,"straight","f","aries","white"
"20462",53,"not at all","never",74,"straight","m","cancer","black"
"20463",36,"socially","never",68,"straight","m","libra","white"
"20464",37,"not at all","never",69,"straight","m","cancer","white"
"20468",23,"rarely","never",56,"straight","f","sagittarius","asian"
"20473",42,"socially","never",63,"straight","f","libra","white"
"20474",25,"socially","never",72,"straight","m","cancer","white"
"20476",46,"socially","never",68,"straight","f","libra","white"
"20483",48,"rarely","never",72,"straight","m","taurus","mixed"
"20484",25,"socially","never",66,"straight","m","cancer","white"
"20486",32,"socially","sometimes",71,"gay","m","gemini","asian"
"20488",30,"not at all","never",71,"straight","m","taurus","white"
"20489",19,"socially","never",72,"bisexual","m","leo","asian"
"20490",35,"socially","never",71,"straight","m","scorpio","asian"
"20491",26,"rarely","never",67,"straight","m","taurus","asian"
"20493",22,"often","often",66,"straight","f","leo","white"
"20497",28,"very often","sometimes",70,"straight","f","gemini","white"
"20499",50,"socially","never",69,"straight","m","sagittarius","white"
"20501",23,"socially","never",71,"straight","m","aries","mixed"
"20502",32,"socially","never",66,"straight","m","cancer","asian"
"20504",22,"rarely","never",68,"gay","m","capricorn","mixed"
"20507",32,"socially","never",68,"straight","m","libra","asian"
"20508",18,"socially","sometimes",68,"bisexual","f","taurus","white"
"20509",25,"socially","never",68,"straight","m","taurus","mixed"
"20511",30,"socially","never",72,"straight","m","capricorn","white"
"20514",42,"socially","never",67,"straight","f","pisces","white"
"20515",28,"socially","never",71,"straight","m","virgo","mixed"
"20516",27,"socially","never",70,"straight","m","libra","mixed"
"20518",29,"often","never",74,"straight","m","leo","white"
"20520",33,"socially","never",74,"straight","m","aquarius","white"
"20521",58,"socially","never",74,"straight","m","scorpio","white"
"20522",29,"very often","never",71,"straight","m","aries","hispanic / latin"
"20525",48,"socially","never",70,"straight","m","leo","white"
"20526",24,"socially","never",71,"straight","m","libra","white"
"20527",29,"rarely","never",66,"straight","f","leo","mixed"
"20528",28,"socially","never",69,"straight","m","gemini","white"
"20529",25,"rarely","never",67,"straight","f","aries","black"
"20532",32,"socially","never",70,"straight","m","capricorn","hispanic / latin"
"20534",30,"socially","never",69,"straight","m","virgo","white"
"20535",36,"socially","never",63,"straight","m","cancer","white"
"20536",30,"socially","never",64,"straight","f","gemini","white"
"20537",41,"often","sometimes",69,"straight","m","leo","white"
"20540",25,"rarely","sometimes",69,"bisexual","m","aquarius","white"
"20542",43,"socially","never",74,"gay","m","libra","white"
"20543",46,"socially","never",59,"straight","f","virgo","hispanic / latin"
"20545",27,"rarely","never",75,"bisexual","m","virgo","mixed"
"20548",42,"socially","sometimes",72,"straight","m","gemini","white"
"20554",24,"socially","sometimes",60,"straight","f","libra","white"
"20556",20,"often","often",72,"straight","m","taurus","mixed"
"20560",25,"not at all","never",70,"straight","m","cancer","white"
"20563",19,"often","sometimes",70,"straight","m","capricorn","white"
"20565",32,"socially","never",69,"gay","m","libra","asian"
"20566",34,"often","never",68,"straight","m","cancer","asian"
"20569",35,"rarely","never",68,"straight","f","cancer","white"
"20570",22,"socially","never",64,"straight","f","virgo","white"
"20571",33,"often","never",71,"gay","m","taurus","hispanic / latin"
"20572",37,"socially","never",75,"straight","m","sagittarius","white"
"20573",48,"rarely","never",67,"straight","m","libra","white"
"20574",20,"socially","sometimes",66,"straight","m","gemini","mixed"
"20575",30,"socially","never",70,"gay","m","capricorn","white"
"20578",20,"socially","never",73,"straight","m","virgo","white"
"20580",30,"socially","never",67,"straight","f","sagittarius","white"
"20582",40,"socially","never",63,"straight","f","pisces","white"
"20584",41,"socially","never",67,"straight","f","pisces","white"
"20587",51,"socially","never",64,"straight","f","capricorn","mixed"
"20589",18,"not at all","never",77,"straight","m","scorpio","mixed"
"20590",55,"socially","never",71,"straight","m","libra","white"
"20593",20,"socially","never",70,"gay","m","gemini","white"
"20594",26,"socially","never",70,"straight","m","libra","white"
"20595",38,"rarely","never",64,"straight","f","leo","white"
"20596",39,"socially","never",72,"straight","f","aquarius","black"
"20599",22,"often","never",70,"straight","m","cancer","hispanic / latin"
"20601",39,"rarely","never",64,"straight","f","capricorn","asian"
"20602",25,"socially","never",70,"straight","m","aquarius","white"
"20606",33,"not at all","never",68,"straight","m","cancer","black"
"20607",33,"socially","never",70,"straight","m","cancer","white"
"20609",29,"rarely","sometimes",72,"straight","m","cancer","asian"
"20611",43,"rarely","never",62,"straight","f","capricorn","white"
"20613",21,"socially","sometimes",72,"straight","m","scorpio","white"
"20614",24,"socially","never",66,"straight","f","virgo","black"
"20620",24,"very often","never",67,"straight","m","virgo","mixed"
"20621",23,"socially","never",67,"straight","m","aquarius","asian"
"20624",28,"socially","sometimes",72,"straight","m","aquarius","white"
"20625",24,"socially","sometimes",71,"straight","m","aquarius","white"
"20626",28,"rarely","never",71,"straight","m","aries","asian"
"20628",30,"rarely","never",72,"gay","m","cancer","white"
"20630",29,"socially","never",69,"gay","m","pisces","hispanic / latin"
"20631",23,"socially","sometimes",64,"straight","f","gemini","mixed"
"20632",23,"rarely","never",69,"straight","m","pisces","white"
"20633",26,"socially","sometimes",65,"straight","f","sagittarius","white"
"20635",67,"rarely","never",71,"bisexual","f","scorpio","mixed"
"20636",19,"rarely","never",73,"straight","m","gemini","hispanic / latin"
"20637",25,"socially","never",69,"straight","m","taurus","indian"
"20638",30,"socially","never",72,"straight","m","sagittarius","white"
"20640",26,"socially","never",68,"straight","m","pisces","hispanic / latin"
"20642",32,"socially","never",68,"straight","f","aries","white"
"20645",27,"socially","sometimes",71,"straight","m","pisces","white"
"20646",31,"often","never",71,"gay","m","virgo","white"
"20648",26,"socially","never",75,"gay","m","leo","white"
"20649",63,"socially","never",60,"straight","f","scorpio","white"
"20650",25,"rarely","never",66,"bisexual","f","aries","white"
"20651",39,"socially","never",66,"straight","f","cancer","white"
"20652",28,"rarely","never",73,"straight","m","libra","white"
"20653",39,"not at all","sometimes",70,"straight","m","aries","white"
"20654",32,"socially","never",70,"straight","m","pisces","mixed"
"20655",23,"often","never",75,"straight","m","virgo","mixed"
"20657",28,"often","never",70,"straight","f","libra","mixed"
"20660",29,"rarely","never",72,"gay","f","pisces","white"
"20661",29,"rarely","never",70,"straight","m","capricorn","black"
"20664",33,"socially","never",66,"straight","f","capricorn","white"
"20665",32,"socially","never",73,"straight","m","gemini","white"
"20667",42,"socially","never",65,"straight","f","gemini","hispanic / latin"
"20668",28,"socially","never",70,"straight","m","pisces","hispanic / latin"
"20670",24,"rarely","never",67,"straight","f","sagittarius","mixed"
"20673",40,"socially","never",68,"straight","f","capricorn","mixed"
"20674",49,"socially","never",69,"straight","f","aries","white"
"20675",25,"socially","never",70,"straight","m","gemini","mixed"
"20676",30,"socially","never",64,"straight","m","taurus","hispanic / latin"
"20677",29,"socially","never",66,"straight","m","pisces","asian"
"20678",34,"socially","sometimes",73,"straight","m","taurus","white"
"20679",42,"socially","never",67,"straight","f","leo","white"
"20680",35,"socially","never",64,"straight","f","libra","hispanic / latin"
"20682",33,"socially","never",63,"straight","f","scorpio","white"
"20683",28,"often","never",62,"straight","f","sagittarius","white"
"20684",30,"socially","sometimes",71,"straight","m","aquarius","white"
"20685",26,"socially","never",69,"straight","m","sagittarius","white"
"20686",38,"rarely","never",67,"straight","f","leo","mixed"
"20687",25,"socially","never",67,"straight","m","cancer","asian"
"20689",30,"not at all","never",72,"straight","m","cancer","white"
"20690",29,"socially","never",70,"straight","m","sagittarius","white"
"20693",39,"socially","never",72,"straight","m","scorpio","white"
"20694",47,"socially","sometimes",68,"straight","m","aries","white"
"20696",27,"socially","sometimes",76,"bisexual","m","leo","mixed"
"20697",35,"socially","never",75,"gay","m","gemini","white"
"20699",24,"socially","sometimes",74,"straight","m","taurus","white"
"20700",38,"socially","never",74,"gay","m","cancer","white"
"20701",30,"socially","sometimes",72,"straight","m","libra","hispanic / latin"
"20702",24,"socially","never",63,"straight","f","libra","asian"
"20705",20,"socially","never",62,"gay","f","pisces","white"
"20706",27,"often","sometimes",64,"straight","f","gemini","white"
"20707",27,"socially","never",71,"straight","m","virgo","asian"
"20708",20,"socially","never",71,"straight","m","capricorn","mixed"
"20711",36,"socially","never",64,"straight","f","aquarius","asian"
"20712",54,"socially","never",69,"gay","m","scorpio","white"
"20713",33,"socially","never",72,"straight","m","aquarius","white"
"20714",35,"often","never",65,"straight","f","capricorn","white"
"20715",18,"socially","never",66,"straight","f","cancer","black"
"20716",36,"socially","never",70,"straight","f","sagittarius","black"
"20717",23,"rarely","sometimes",68,"bisexual","f","virgo","mixed"
"20718",52,"socially","sometimes",68,"gay","m","aries","white"
"20719",62,"socially","never",75,"straight","m","capricorn","white"
"20720",53,"socially","never",69,"straight","f","leo","white"
"20723",29,"socially","never",64,"gay","f","sagittarius","asian"
"20725",29,"often","sometimes",65,"straight","m","capricorn","asian"
"20726",23,"socially","never",62,"straight","f","taurus","white"
"20729",27,"socially","never",70,"straight","m","aquarius","asian"
"20730",35,"socially","never",73,"straight","m","leo","white"
"20731",36,"socially","never",63,"straight","f","capricorn","black"
"20732",40,"rarely","never",66,"straight","f","taurus","white"
"20733",33,"socially","sometimes",73,"gay","m","aries","white"
"20735",19,"socially","never",71,"straight","m","scorpio","mixed"
"20736",24,"socially","never",63,"straight","f","sagittarius","mixed"
"20738",33,"rarely","never",74,"straight","m","sagittarius","white"
"20740",34,"socially","never",67,"straight","m","cancer","asian"
